lon,lat,frequency,duration_mean,intensity_mean
-149.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-148.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-147.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-146.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-145.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-144.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-143.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-142.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-141.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-140.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-139.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-138.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-137.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-136.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-135.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-134.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-133.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-132.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-131.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-130.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-129.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-128.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-127.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-126.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-125.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-124.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-123.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-122.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-121.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-120.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-119.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-118.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-117.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-116.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-115.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
-114.0,-90.0,315.0,3.7714285850524902,2.0575664043426514
